id,bin,last_4,country_code,currency,names,emails,ip_addresses,order_ids,shopper_ids,merchant_ids,total_txn,total_sales,total_sale_amount,total_refunds,total_refund_amount,total_chargebacks,total_chargeback_amount,layer1_status,layer2_status,recent_txn_count,last_updated,fraud_score
360,427608,8747,IN,EUR,['April Reyes'],"['roblesjason@ray.com', 'saracampbell@long.net']","['170.144.159.48', '204.71.18.175']","['241128', '170662', '503853', '673028', '179885', '734657', '548580', '618953', '995676', '916681', '660204', '559824', '752721', '615984', '624354', '383660', '771988', '597982', '527141', '748691', '540905', '419150', '765106', '331628', '907414', '958574', '369911', '798311', '126890', '200239', '833590', '570851', '398854', '641200', '259882', '723807', '883323', '782681', '137023', '334072', '495789', '716222', '222332', '115046', '997629', '432433', '193366', '560975', '780599', '177865', '700786', '681285', '171351', '980058', '932442', '425526', '281641', '211555', '792521', '273925', '571016', '669764', '519598', '871570', '281257', '281593', '833836', '344100', '438485', '366448', '659990', '201798', '898396']",['38524'],"['97220', '16728', '22534']",73,52,15912,1,258,0,0,a,d,1,2025-07-05 07:10:04,0.17
361,481696,7317,IN,USD,['Anthony Parker'],['zfischer@hotmail.com'],"['201.163.54.54', '63.27.14.247', '103.155.56.110']","['707501', '246322', '353756', '567489', '396851', '930254', '837039', '184552', '466967', '703033', '114643', '204963', '593672', '994327', '628658', '500692', '489916', '372266', '223370', '631634', '371613', '816853', '924303', '104677', '774441', '673513', '520984', '528173', '624737', '381526', '988100', '378863', '236516', '894685', '747415', '728233', '415195', '792231', '898624', '813367', '596271', '698769', '534853', '998524', '680554', '906117', '192214', '836369', '541254']",['18364'],"['38357', '95203', '31326']",49,44,3960,4,448,36,9540,r,,10,2025-07-21 08:13:01,0.78
362,438143,9632,DE,INR,"['Manuel Whitehead', 'Ryan Johnson']","['rmoore@smith.com', 'torreseric@yahoo.com']","['155.84.25.90', '22.186.192.69']","['761828', '856467', '350718', '478014', '425308', '606645', '599116', '109762', '361519', '377550', '827421', '180065', '837697', '201031', '632962', '881540', '601238', '205001', '431439', '267283', '905018', '903862', '665199', '931111', '263625', '758828', '197832', '383518', '719393', '300116', '110783', '519213', '174175', '677972', '161040', '735842', '969059', '171398', '603151', '753112', '240742', '706114', '790332', '368595', '385362', '871280', '763966', '953073', '508346', '957679', '405985', '464445', '379139', '720313', '575003', '633735', '520406', '479960', '268250', '165429', '142695', '705106', '626500', '212238', '677228', '719925', '987279', '132900', '706985', '634122', '622888', '858378', '979979', '609954', '781445', '205881', '192780', '435052', '834043', '244829', '516901', '306050', '183107', '443173', '176471', '660505', '230759', '672897', '172594']",['14933'],"['44146', '94690']",89,48,5040,1,249,0,0,a,,10,2025-05-06 11:40:48,0.2
363,420311,7173,GB,USD,"['Anita Cook', 'Rodney Harvey']",['moorekyle@gmail.com'],"['63.109.142.79', '52.29.227.178', '12.244.8.158']","['933858', '660852', '125852', '136685', '697364', '616690', '310565', '709280', '785102', '959896', '244110', '681597', '295220', '112402', '708830', '497436', '481431', '339647', '669753', '559738', '476684', '891965', '203098', '509288', '348934', '541054', '216852', '678625', '807236', '948193', '447444', '796246', '903573', '157106', '493330', '378569', '410007', '414642', '872189', '721832', '552763', '805507', '451874', '526054', '838262', '663689', '991559', '479400', '246281', '635304', '977336', '836481', '265399', '963294', '130455', '572485', '942264', '322260', '179977', '675037', '516581', '921520', '937337', '233390', '269553', '472313', '926404', '776329']",['93280'],"['50269', '53479', '44608', '99603', '23668']",68,19,3306,2,292,1,176,a,,4,2024-11-26 03:49:52,0.13
364,462356,5054,FR,INR,['Chelsey Montes'],"['ramseyscott@hoffman-castillo.com', 'kkeller@jensen.biz']","['178.92.221.54', '140.172.64.192', '84.79.188.176']","['740032', '872044', '924524', '329393', '468445', '420393', '664891', '396959', '800864', '769743', '700571', '998886', '243251', '188248', '551872', '140870', '941298', '150936', '394704', '268094', '527818', '274764', '556820', '344356', '477230', '717947', '915112', '801516', '809815', '380475', '385179', '909763', '306577', '232523', '938594', '634462', '572065', '528451', '207067', '618463', '604358', '641171', '219192', '635956', '364048', '215407', '409105', '525153', '180756', '444797', '514556', '826811', '784635', '594090', '171687', '634496', '676435', '942759', '785046', '920933', '175879', '453102', '679900', '701242', '348236', '515866', '810203', '406520', '936730', '399618', '703506', '295770']",['85465'],"['64107', '75430']",72,65,5330,64,19648,1,223,d,r,9,2024-04-22 17:51:59,0.96
365,480214,9573,FR,GBP,['Heather Kennedy'],"['jacob00@gmail.com', 'allisonchase@holland-mann.com']","['17.123.139.144', '189.129.227.164']","['599187', '691466', '124749', '342452', '816617', '535881', '137287', '987065', '892347', '280968', '935562', '519372', '418499', '104728', '999944', '619693', '210953', '892877', '344640', '121378', '254076', '552983', '579467', '426959', '777216', '433776', '334119', '396936', '727452', '603670', '294444', '795418', '249546', '589220', '921835', '486514', '929211', '431228', '253446', '637211', '175813', '982853', '874414', '988619', '737887', '103739', '660951', '431528', '560945', '318115', '962798', '968086', '524398', '558764', '601940', '773827', '940946', '783502', '835048', '830196', '339001']",['29826'],"['66013', '40080']",61,28,7196,0,0,1,192,a,d,7,2023-09-15 17:56:12,0.39
366,422330,9805,IN,USD,"['Robert Davis', 'Lori Torres']",['dannydavidson@richardson.com'],"['86.119.128.52', '21.117.178.189']","['526990', '690129', '805523', '962701', '440694', '267562', '826119', '257534', '282902', '520829', '927448', '953887', '656013', '957885', '871870', '249627', '313051', '643112', '950833', '183294', '626550', '807580', '852077', '934849', '672804', '422337', '647311', '236709', '209317', '848600']",['93858'],"['64802', '92198', '64669']",30,25,7000,2,658,1,68,a,a,6,2023-07-31 12:30:55,0.01
367,465798,2043,FR,USD,"['Dustin Moss', 'Steven Henry']","['elizabethcarroll@yahoo.com', 'richard82@gmail.com']","['197.206.57.140', '49.39.212.50']","['891779', '229933', '533743', '589125', '924661', '266992', '599446', '407663', '701624', '596548', '395934', '500800', '541635', '994151', '706401', '696004', '970566', '763115', '725073', '450191', '119863', '464092', '634984', '785501']",['94184'],['74925'],24,22,4026,2,776,0,0,a,,10,2024-01-01 13:04:14,0.33
368,400754,4681,GB,INR,"['Charles Gonzales', 'Stephanie Gutierrez']","['kramerdebra@torres-mason.com', 'whitakerstephanie@watts.info']","['73.150.28.202', '9.228.2.154', '43.40.145.143']","['251488', '732469', '957921', '392275', '339270', '484720', '868996', '537929', '853892', '533626', '855450', '368545', '633846', '158761', '724585', '560344', '848038', '195473', '507086', '636145', '296739', '240884', '682680', '572105', '506903', '365396', '173347', '828471', '910698', '191772', '258832', '822257', '983947', '562472', '235568', '460140', '629045', '955125', '417464', '981868', '903620', '673008', '597450', '296302', '949080', '318907', '415844', '328544', '651869', '157641', '361945', '759627', '397245', '563379', '743580', '899108', '763429', '879591', '885612', '674178', '303272', '221413', '962750', '946602', '396412', '668866', '791401', '341949', '801578', '139650', '445379', '190359', '902986', '270278', '369314', '810756', '185754', '229304', '113022', '946655', '618699', '298721', '963445', '163500', '348182', '990176']",['97704'],"['21291', '44859', '56937', '53582', '18880']",86,85,16065,83,8632,1,174,d,,2,2023-11-15 11:33:39,0.71
369,479944,8282,IN,GBP,"['Joseph Ryan', 'Michael Adams']","['derek09@yahoo.com', 'daniel29@yahoo.com']",['46.48.19.183'],"['794777', '519153', '903823', '228102', '225715', '111990', '812112', '470877', '760617', '905826', '581080', '930502', '468095', '342677', '941724', '341438', '782283', '316681', '966073', '823801', '778326', '276805', '811984', '596530', '434447', '183959', '934698', '249967', '659619', '691315', '848551', '874308']",['85316'],"['85812', '37874', '24765', '75033']",32,30,13230,0,0,1,371,a,r,10,2025-01-22 08:35:54,0.3
370,447165,6045,GB,INR,['Joseph Huber'],"['jamiegaines@hotmail.com', 'christopher13@yahoo.com']",['133.182.32.1'],"['925507', '425960', '184308', '570325', '194065', '841910', '960772', '539720', '124963', '650760', '130397', '116606', '766155', '471440', '142498', '263663', '279026', '945845', '693968', '196910', '141680', '365768', '401726', '684518', '622712', '916782', '355585', '674687', '806532', '123693', '927961', '123871', '240702', '864605', '482973', '878376', '243105', '321742', '297518', '362167', '813323', '937743', '267536', '980658', '979985', '679313', '747518', '991366', '459564', '661619', '700709', '137348', '564434', '278714', '537350', '443639', '698674', '915923', '831148']",['60957'],"['40971', '89162']",59,37,13061,2,768,1,302,a,d,3,2025-03-19 17:54:49,0.23
371,418788,4421,DE,GBP,['Scott Price'],['karenandersen@yahoo.com'],"['179.138.100.233', '122.166.6.137', '24.155.202.13']","['343598', '196016', '897644', '724803', '319344', '418396', '926300', '236366', '876958', '335989', '396400', '451820', '120154', '224676', '240564', '989317', '311909', '787639', '761097', '515398', '184483', '745439', '431804', '565910', '543354', '199395', '315459', '564442', '877005', '158455', '763668', '942177', '309720', '426900', '410575', '742074', '447834', '206246', '513097', '293074', '241664', '280081', '941131', '279596', '217477', '376991', '703194', '316531', '314418', '881593', '979807', '817145', '103049', '644659', '121166', '498379', '759122', '378713', '435352', '694676', '154376', '562832', '345091', '317975']",['68444'],"['24017', '78974', '52898', '86050']",64,25,4200,4,336,10,1560,r,r,9,2024-04-22 02:00:03,0.72
372,445892,6776,DE,GBP,"['Wendy Jackson', 'Steven Johnson']",['matthewcarter@young.org'],['172.59.232.139'],"['819373', '594132', '466038', '644130', '481413', '468604', '970540', '298356', '293183', '382956', '338725', '922126', '920100', '588490', '756075', '615573', '750525', '377715', '695406', '741674', '246856', '418104', '203970', '574215', '120980', '833389', '503517', '720919', '316294', '366727', '802263', '752220', '495524', '371733', '328193', '137559', '574941', '823766', '787874', '640976', '121017', '451244', '494203', '829093', '519814', '804507', '532297', '179652', '232199', '722821', '580695']",['91345'],"['85108', '23550', '28760', '71143', '96178']",51,38,3268,2,654,1,430,a,,1,2024-10-01 09:41:04,0.22
373,454223,9358,IN,USD,['Susan Ramos'],"['jonathan19@gmail.com', 'joanne88@harris-green.org']",['1.203.116.4'],"['361680', '769601', '708295', '782766', '861572', '663246', '932403', '748705', '454945', '476806', '648948', '370410', '288858', '323238', '737128', '733722', '754053', '490770', '464486', '992735', '747848', '104596', '618553', '212601', '206355', '100884', '740173', '681177', '405298', '290185', '878754', '357048', '253030', '429354', '245792', '221108', '884032', '781854', '471259', '646114', '188373', '367858', '211605', '309920', '616970', '707383', '391923', '680911', '342340', '789263', '430920', '721627', '295195', '570724', '519429', '256307', '383397', '398084', '210853', '312142', '213727', '149905', '308905', '651781', '982339', '901803', '734766', '696780', '592251', '995439', '580098', '680822', '650831', '274299', '645225', '520995', '443737', '538835', '726338', '809478', '936672', '263344', '730866', '554554', '460942', '928054', '844327', '839297', '849689', '471115', '895074', '472852', '663415', '370291']",['43811'],"['96569', '18852', '28025']",94,63,18018,1,189,1,486,a,,1,2023-09-01 22:23:38,0.08
374,439628,4702,US,EUR,"['Sheila Perez', 'Jeremy Smith']","['nancy74@wilson.com', 'mcgeejose@davis.com']","['150.62.197.145', '6.190.0.255', '173.224.55.20']","['917165', '134341', '956833', '725067', '951096', '361457', '385176', '971123', '729762', '902643', '868542', '534309', '621419', '211535', '869228', '226433', '111189', '881679', '913079', '459076', '568048', '638515', '199321', '700079', '177793', '320591', '486308', '309498', '529083', '314027', '798549', '607820', '353325', '286051', '515222', '408607', '622805', '782602', '486298', '367379', '109040']",['12617'],"['98648', '31024', '37841']",41,37,15318,2,352,1,326,a,d,4,2023-12-19 06:18:31,0.13
375,409321,4800,DE,INR,['William Harris'],['jonesjade@clark-turner.com'],"['32.159.22.205', '221.190.247.169']","['491277', '935638', '514147', '739419', '105297', '494595', '744846', '374183', '255525', '396223', '192597', '553167', '194047', '436252', '590352', '850331', '968205', '172221', '278549', '522950', '873261', '641437', '980766', '665504', '922632', '644521', '560086', '789484', '974611', '184773', '736089', '674438', '590267', '475706', '709990', '978126', '742871', '202980', '512434', '757521', '193119', '552564', '792566', '632025', '494811', '381791']",['20664'],"['20351', '43007', '22944', '30526']",46,17,3230,2,628,1,348,a,r,10,2024-12-09 11:05:00,0.05
376,485379,4613,FR,USD,"['Kimberly Cervantes', 'Isaac Chapman']","['alexander20@hotmail.com', 'bmccoy@yahoo.com']","['40.231.58.92', '26.0.34.136']","['164918', '941782', '957402', '381034', '221392', '870325', '424459', '788655', '108162', '733650', '636720', '436469', '785066', '864778', '971147', '845726', '824968', '856585', '778545', '752440', '289349', '930794', '566465']",['66501'],"['47483', '83636']",23,1,163,0,0,1,301,a,d,10,2025-01-31 23:38:37,0.28
377,481552,7058,FR,INR,['Erik Mckinney'],"['phillipskylie@yahoo.com', 'margaretjohnson@yahoo.com']",['18.93.152.210'],"['940852', '243720', '894884', '180335', '818165', '206585', '483332', '732657', '904082', '148148', '424398', '364984', '360052', '963617', '980227', '483418', '232987', '108968', '180692', '304414', '840130', '115211', '910935', '443116', '900753', '342880', '855396']",['77331'],"['70706', '20481', '13392']",27,2,688,2,628,1,165,r,a,9,2024-04-01 21:44:56,0.64
378,497697,3193,IN,EUR,"['Sarah Mejia', 'Erin Merritt']",['hillmichael@yahoo.com'],"['31.187.142.70', '113.75.154.24', '35.5.188.227']","['994187', '681374', '484614', '155372', '119041', '715077', '196987', '596914', '981190', '669850', '641966', '732688', '239768', '581273', '823263', '637659']",['63133'],"['50488', '10967', '70721', '57643', '35583']",16,11,3003,2,382,0,0,a,,0,2024-08-15 20:29:15,0.39
379,464086,7969,GB,INR,"['Holly Salazar', 'Daniel Guzman']","['balvarez@novak-williams.com', 'charles49@hotmail.com']",['137.126.142.170'],"['363586', '214203', '223750', '285663', '702978', '854413', '475944', '829273', '856784', '586715', '547694', '432853', '984601', '643596', '130581', '377770', '851632', '722319', '381575', '652241', '541523', '560017', '721759', '597846', '240044', '372796', '566457', '338986', '798851', '920686', '457492', '113454', '471267', '560073', '743928', '706730', '199867', '863646', '117695', '630031', '230019', '203850', '616841', '235102', '124351', '968239']",['99336'],"['60087', '50274']",46,38,6536,1,271,0,0,a,d,8,2024-07-18 23:08:51,0.03
380,409098,9227,FR,EUR,"['David Pope', 'Laura Patterson']","['stanleyrobert@hotmail.com', 'lphillips@gmail.com']",['157.37.59.112'],"['792337', '757944', '702790', '975695', '735863', '375625', '789556', '225280', '322901', '766971', '685335', '195715', '115437', '842301']",['84420'],"['86647', '83962', '99919']",14,3,567,2,672,2,568,r,,3,2023-12-18 03:59:31,0.85
381,453235,3232,FR,GBP,['Maria Morris'],['sking@gmail.com'],"['184.115.29.155', '167.112.172.253']","['167335', '355805', '845255', '710906', '283789', '206042', '821387', '954912', '792192', '768049', '827792', '438087', '356943', '137369', '194579', '815135', '762856', '479338', '133316', '748257', '215642', '694474', '842238', '758290', '384788', '317614', '647803', '991385', '224188']",['53386'],"['76400', '46118']",29,9,2196,0,0,0,0,a,,10,2024-09-28 17:28:46,0.22
382,467316,6980,DE,GBP,"['Melissa Fitzgerald', 'Jennifer Gonzalez']",['nburns@russell-nelson.info'],['93.110.80.65'],"['725361', '367260', '100936', '461937', '277570', '951303', '273488', '271330', '697463', '369595', '352807', '606989', '670462', '358352', '704816', '611187', '653929', '698296', '388770', '833458', '316394', '402774', '483870', '585689', '660311', '943054', '257950', '815502', '229806', '971640', '878227', '260424', '701565', '373733', '800219', '640631', '908165', '138119', '227297', '715830', '868363', '953107', '210396', '588011', '137119', '767141', '833549', '521983', '502635', '554270', '478316', '657634', '896763', '205322', '916249', '139304', '993688', '525834', '891594', '951568', '466511', '611374', '276740', '673126', '754067', '479664', '420189', '946427', '129436', '965138', '325354', '376550', '924333', '825602', '200110', '628109', '218682', '154601']",['56957'],"['17686', '83516', '26265', '30790']",78,60,20820,1,492,0,0,a,,6,2025-01-25 01:00:09,0.05
383,450392,8074,IN,INR,"['Melanie Caldwell', 'Julie Thompson']",['jonathan81@hotmail.com'],"['28.36.195.46', '65.8.214.245', '114.170.197.191']","['626829', '338302', '777844', '344370', '645121', '305342', '750363', '733458', '574495', '714878', '662481', '357680', '336762', '258181', '515376', '876582', '528871', '550811', '145024', '331757', '698672', '786583', '606930', '781007', '775296', '996183', '933242', '231675', '275612', '407801', '175203', '655996', '202268', '481240', '407668', '508838', '257679', '758069', '943127', '667591', '680673', '256982', '857227', '979112', '368678', '462657', '245263', '912724', '822574', '867673', '708911', '941242', '949134', '975638', '623084', '919140', '327262', '382869', '707702', '218098', '432822', '929033', '838710', '344980', '935935', '757271', '763751', '423201']",['84589'],"['29071', '50195', '52451', '48865', '11884']",68,43,6192,1,405,0,0,a,a,2,2025-06-20 13:23:15,0.22
384,439595,1225,DE,EUR,"['Tara Ryan', 'Warren Peters']","['jessicajones@gmail.com', 'victoriasmith@gmail.com']",['135.48.66.15'],"['764024', '459024', '659098', '152228', '556762', '486047', '581552', '860977', '779170', '277464', '617355', '656945', '210380', '892163', '932196', '205921', '572014', '371232', '397988', '752894', '413428', '525394', '108337']",['77874'],"['49168', '95953', '98115', '61526', '35036']",23,11,1320,0,0,1,338,a,r,10,2024-07-27 00:21:06,0.07
385,410230,1851,GB,EUR,['Charles Valencia'],"['michaelaustin@yahoo.com', 'williamserika@hotmail.com']",['150.135.179.229'],"['220980', '201135', '208088', '200599', '511054', '871663', '808563', '992219', '885802', '525783', '502146', '992375', '758881', '687037', '369963', '237207', '137255', '822775', '926853', '963508', '695114', '349541', '756544', '221438', '692747', '389225', '318371', '825451', '179600', '580995', '888968', '308801', '567992', '883689', '768181', '644208', '464567', '422429', '694104', '979059', '136155', '822514', '939438', '701989', '663083', '370085', '319983', '870674', '302438', '343057', '894110', '200581', '785651', '490467']",['91070'],"['90878', '26799', '83024', '73725']",54,13,5681,10,1750,4,576,d,r,2,2024-03-16 01:58:10,0.79
386,429612,9567,FR,GBP,"['Spencer Eaton', 'Christine Sims']",['davidthomas@yahoo.com'],['202.253.171.225'],"['532384', '868871', '751575', '515731', '874510', '492553', '294740', '737312', '501691', '571302', '931755', '297447', '115890', '789341', '822833', '185652', '285037', '923405', '335331', '445147', '131522', '615329', '997839', '676643', '134738', '144057', '174033', '879305', '996326', '628712', '780457', '834767', '466187', '648628', '639794', '665793', '659447', '113928', '871553', '203634', '263948', '463746', '806891', '902952', '197322', '394512', '690378', '996390', '181585', '684767', '171340', '850008', '216946', '404215', '583786', '527698', '712612', '948583']",['13738'],"['99860', '31444', '32918', '96317']",58,42,14952,2,886,14,4032,r,,4,2023-12-22 19:44:14,0.92
387,467959,7894,US,USD,"['Miguel White', 'Stephen Rivera']","['michaelroberts@johnson-soto.org', 'richard41@gmail.com']","['163.85.46.158', '211.211.234.133']","['503550', '677304', '859559', '488063', '597542', '892161', '352049', '172527', '840463', '381410', '634733', '744464', '432733', '887186', '944004', '415184', '155018', '359006', '647544', '436775', '921968', '889627', '145529', '579279', '883297', '916278', '347311', '813836', '966568', '174358', '689205', '401836', '748561', '627910', '361643', '583278', '315012', '102338', '156201', '385777', '405188', '549639', '102924']",['76993'],"['84742', '47323', '11272', '65579']",43,5,2140,0,0,1,286,a,,3,2023-08-07 10:04:49,0.1
388,450957,3521,DE,INR,['Michael Moore'],"['dhiggins@li-vasquez.biz', 'collinsdale@yahoo.com']",['123.89.169.159'],"['931913', '109627', '333853', '359631', '502505', '273346', '125899', '901501', '158849', '301041', '496395', '375059', '350647', '746642', '923855', '738500', '585594', '990506', '624753', '698627', '343530', '259102', '816669', '745533', '754286', '813994', '705721', '434722', '987648', '781527', '230212', '976267', '218242', '943481', '954440', '923244', '277293', '296130', '832449', '966994', '268470', '138110', '560382', '587277', '952721', '261135', '729316', '843789', '390364', '327732', '195677', '181911', '373577', '399887', '344608', '298814', '342033', '719302', '600407', '528196', '868339', '915606', '613144', '975186', '118441', '194021', '244306', '756809', '645683', '301868', '704087', '841420', '429874', '454881', '603981', '452464', '483003', '770367', '508946', '139184', '649861', '817851', '731562', '204853', '894693', '713944', '817823']",['16222'],"['93546', '79843', '75044', '45879']",87,28,6188,1,59,0,0,a,a,4,2025-06-07 21:35:35,0.12
389,443744,1115,US,USD,['David Taylor'],['mary64@gmail.com'],"['215.249.21.165', '192.60.73.195']","['887014', '252518', '981753', '493363', '475133', '620924', '622879', '894844', '240535', '105331', '673105', '945742', '992483', '900460', '742293', '411391', '111747', '499912', '864235', '322198', '741309', '413261', '484089', '165435', '587206', '786973', '732323', '344472', '734207', '623991', '881966', '881457', '627841', '719267', '516807', '643395', '814783', '536315', '107263', '650569', '210719', '268734', '134504', '264751', '577489', '389695', '221297', '450321', '921803', '778885', '153614', '799007', '510421', '657076', '407138', '610727', '984572', '239802', '997724', '393248', '962848', '403220', '777443', '766205', '624283', '262382', '727045', '845672', '852361', '902184', '501232', '982774', '484824', '323002', '478623', '197921', '746295', '767671', '342779', '771400', '250426', '762289', '555905', '723479', '417479', '741562', '332819', '558036', '408194', '464946', '590924', '714762', '312516']",['73478'],['50603'],93,46,7038,0,0,1,181,a,a,10,2025-03-30 15:07:05,0.18
390,451532,6392,GB,INR,['Christopher Simpson'],['aaron86@white-lamb.com'],['213.103.221.60'],"['319154', '255157', '706966', '147108', '941876', '436644', '898991', '622897', '139050', '748044', '720286', '122868', '814688', '569574', '408373', '518190', '648026', '738621', '142421', '974532', '794960', '745766', '498341', '191411', '566617', '356123', '951914', '234553', '997726', '452629', '103882', '974358', '537063', '793889', '293486', '952735', '472878', '233042', '866404', '942858', '136459', '998603', '791540', '987887', '628898', '805857', '611807', '298450', '537737', '361979', '106926', '141936', '196317', '284204', '288908', '844609', '906648', '398335', '260861', '863570', '327557', '487405']",['70078'],"['87465', '83095', '62256', '27734', '82290']",62,44,3828,2,510,1,95,a,a,10,2024-06-30 17:16:16,0.1
391,414909,7251,FR,USD,"['Jessica Gibson', 'Casey Wilson']",['leah55@romero-page.com'],['167.183.246.143'],"['285648', '430289', '757019', '996544', '197143', '492709', '287058', '724389', '597178', '550692', '141682', '639789', '106012', '812891', '412211', '133073', '626499', '374335', '391431', '579404', '959104', '173577', '263311']",['94205'],['92107'],23,5,1000,2,774,0,0,a,r,10,2024-04-26 19:25:07,0.23
392,430018,2792,US,GBP,"['Jason Cooper', 'Isaiah Horne']","['amiddleton@yahoo.com', 'sarahmcgee@lee-hale.com']",['160.121.166.155'],"['407721', '795456', '692428', '658754', '745476', '892669', '198392', '915946', '525192', '289507', '781681', '688198']",['75834'],"['84793', '50648']",12,10,2800,1,103,1,471,a,a,3,2024-06-16 07:39:00,0.07
393,424908,2266,FR,EUR,['Diane Mata'],['sanchezcheyenne@mitchell.com'],"['155.210.21.56', '33.100.234.191']","['333498', '582491', '827087', '213168', '481793', '755247', '421197', '276794', '634756', '974859', '802053', '297491', '763598', '689097', '361395', '265586', '556885', '418056', '483616', '985883', '788339', '633098', '830331', '912595', '429279', '144904', '549904', '745781', '650949', '910489', '515898', '470707', '318614', '779707', '583727']",['85204'],"['13938', '16128', '29323', '69928', '44147']",35,6,1860,1,53,1,260,a,a,5,2024-04-23 18:17:45,0.19
394,419417,5392,DE,EUR,"['Jennifer Simmons', 'Richard Miller']","['balljoshua@gmail.com', 'gloverjennifer@yahoo.com']",['216.239.217.115'],"['712603', '553789', '227986', '354472', '520588', '888448', '873664', '802196', '512672', '339464', '513383', '164939', '907525', '704052', '680042', '174046', '750678', '157762', '922935', '158689', '752610', '121247', '927074', '554971', '706377', '351574', '699424', '294460', '939980', '822876', '674143', '128391', '113174', '988639', '249309', '782827', '392384', '874425', '968926', '708319', '514807', '470642', '314104', '367204', '921868', '174602', '758627', '876804', '416939', '218505', '704788', '323982', '545442', '257064', '113367', '411300', '779932', '416923', '446700', '242128', '531961', '589816', '301489', '207736', '618136', '246958', '575660', '506621', '957681', '490290', '762269', '392006', '968582', '763367', '356754', '770080', '993957', '890015', '859116', '699453', '167827', '524088', '166560', '137841', '952563', '579566', '479700', '210039', '588377', '382660', '476754', '492158', '617826', '340932', '318536', '834249', '479136', '380306', '950209']",['83846'],['21388'],99,60,18360,1,332,1,365,a,a,2,2024-03-13 04:55:09,0.19
395,469957,2822,FR,GBP,['Timothy Lara'],"['shieldstyler@green.com', 'christopher19@yahoo.com']",['220.45.115.138'],"['850696', '977899', '230161', '928805', '815695', '810675', '373434', '201085', '878220', '553237', '202922', '234002', '976675', '619089']",['17987'],"['56657', '47203', '26553', '25097']",14,8,1312,2,652,1,490,a,r,6,2024-01-22 01:12:55,0.15
396,451727,2341,IN,USD,"['Nathaniel Carr DVM', 'Amber Hardin']",['lpowers@gmail.com'],"['166.232.58.89', '129.73.225.233', '44.151.113.69']","['712235', '465495', '643436', '841094', '597071', '426330', '823593', '170081', '733054', '814139', '325873', '439639', '871487', '391187', '334737', '459217', '100575', '800324', '534621', '423431', '441615', '460283', '887948', '218430', '167391', '687603', '480315', '487172', '338913', '249839', '133377', '384645', '614858', '766483', '572025', '157704', '107932', '764057', '612164', '193671', '228857', '452171', '208227', '882523', '793969', '807134', '143946', '127539', '693766', '476121', '785512', '844987', '992836', '306821', '615256', '777567', '649782', '547519', '838336', '945909', '988957', '231607', '821272', '830663', '102992', '950540', '131100', '478747', '617700', '710637', '447520', '197625', '534773', '560259', '482657', '349633', '826082', '414600']",['34036'],"['96494', '51828', '80472']",78,60,13680,2,390,1,447,a,r,5,2024-11-03 04:54:02,0.36
397,472649,9419,FR,INR,['Morgan Hopkins'],"['hlee@gmail.com', 'david19@hotmail.com']","['161.45.86.60', '220.83.2.90', '196.65.66.119']","['678491', '391671', '555924', '185124', '325762', '469426', '463642', '882950', '899933', '381113', '828672', '751288', '103648', '617287', '829771', '550980', '766413', '524304', '189327', '859685', '161337', '364117', '252599', '598260', '197607', '183718', '257722', '166605', '405338', '565302', '455489', '795861', '382923', '619659', '746187', '703504', '290111', '989079', '474584', '150468', '147397', '487036', '174750', '864791', '172776', '641414', '936481', '934827', '655305', '721238', '903635', '992246', '350919', '843998', '280721', '434674', '561727', '599598', '215383', '357113', '908988', '266665', '124045', '163598', '879685', '953144', '119007', '987618', '186960', '731656', '950112', '577524', '513295', '702123', '873506', '363319', '939566', '216289', '921686', '582199', '331625', '849625', '439849', '596115', '916922', '932082', '307339', '514923', '986971']",['39387'],"['76477', '39551', '80631', '59152', '82202']",89,21,3129,11,957,5,860,r,,9,2025-07-17 23:55:16,0.78
398,419980,3630,US,EUR,['Laura Hayes'],"['thomasclark@hotmail.com', 'sandersmary@allison.com']",['130.148.181.18'],"['948929', '802319', '821061', '457763', '961268', '774720', '960415', '493809', '140582', '870251', '721341', '401109', '760382', '397921', '549530', '764669', '544197', '119198', '532047', '387825', '184454', '274089', '482163', '239026', '238207', '308950']",['76137'],"['14306', '38553']",26,5,515,2,478,0,0,a,a,4,2024-09-22 08:19:21,0.35
399,415460,5675,IN,GBP,['James Dennis'],['snichols@hotmail.com'],"['119.23.77.148', '139.233.121.56']","['316684', '868581', '489602', '598805', '334625', '523718', '979089', '265601', '715839', '809383', '203697', '586315', '679040', '130103', '842948', '166281', '100247', '269950', '586445', '991764', '457446', '788549', '995194', '513653', '777602', '942656', '810999', '592848', '659646', '948311', '528648', '834352', '239934', '802280', '300940', '285946', '835604', '653253', '433604', '439523', '286406', '870325', '544766', '941046', '372636', '486149', '651787', '318348', '619765', '357467', '381581', '649923', '913876', '386381', '737799', '950839', '671006', '282189', '324234', '832213', '785867', '295415', '687273', '762386', '643937', '573829', '794053', '649803', '201043', '320812', '641990', '249362', '521867', '616073', '502359', '703412', '724201', '747777', '328202', '277451', '244433', '777281']",['13181'],"['52721', '95836', '38647', '82588']",82,82,9020,0,0,1,147,a,r,10,2025-01-16 06:51:45,0.21
